context,dialogue_id,model,reference,response,annotations.overall,am_scores,fm_scores,am_fm_scores
i need to buy some flowers for my wife .,dailydialog-gupta_00414,human,"['what type would you like ?', 'i have roses , tulips and lillies', 'they come in blue , red , purple and pink .', ""perhaps you 'd be interested in red roses .""]",what 's the occasion ?,0.8944454691605208,0.8847761,0.904114822903561,0.8944454691605208
"do you have maps of downtown area ?
yes , here you are .",dailydialog-gupta_00415,dualencoder_train,"['thanks', 'i appreciate it', 'your the best', 'how much is it ?']","it 's very kind of you . by the way , when does the pool close ?",0.85540877756065,0.8425735,0.8682440315998766,0.85540877756065
"do you have maps of downtown area ?
yes , here you are .",dailydialog-gupta_00416,CVAEf,"['thanks', 'i appreciate it', 'your the best', 'how much is it ?']",i 'd like to see your reservation . is there any discount available ?,0.9143700287364519,0.8592315,0.9695085854575229,0.9143700287364519
"do you have maps of downtown area ?
yes , here you are .",dailydialog-gupta_00417,hredf,"['thanks', 'i appreciate it', 'your the best', 'how much is it ?']",thank you .,0.9024197791101354,0.8942216,0.910617954349879,0.9024197791101354
"do you have maps of downtown area ?
yes , here you are .",dailydialog-gupta_00418,human,"['thanks', 'i appreciate it', 'your the best', 'how much is it ?']","thank you so much ! i 'd like to also see some maps for the countryside , as well .",0.8198585835305495,0.86160064,0.778116529625186,0.8198585835305495
"do you have maps of downtown area ?
yes , here you are .",dailydialog-gupta_00419,seq2seqf,"['thanks', 'i appreciate it', 'your the best', 'how much is it ?']",what 's the problem ?,0.9452992352298579,0.8991411,0.9914573972327873,0.9452992352298579
"we 've managed to reduce our energy consumption in our factory by about 15 per cent in the last two years .
that 's excellent . how have you managed that ?",dailydialog-gupta_00420,human,"['we have managed our orders better and have lowered our production .', 'we have time sensitive lights and machinery that shut off after a certain time', 'we have upgraded our equipment to use less energy', ""mainly because we 've invested in a heat recovery system .""]",by turning off the power at night,0.9070357406618559,0.8713316,0.942739908791058,0.9070357406618559
"we 've managed to reduce our energy consumption in our factory by about 15 per cent in the last two years .
that 's excellent . how have you managed that ?",dailydialog-gupta_00421,seq2seqf,"['we have managed our orders better and have lowered our production .', 'we have time sensitive lights and machinery that shut off after a certain time', 'we have upgraded our equipment to use less energy', ""mainly because we 've invested in a heat recovery system .""]",i have a lot of experience in the world .,0.9351932959302836,0.93310165,0.9372849378078328,0.9351932959302836
"we 've managed to reduce our energy consumption in our factory by about 15 per cent in the last two years .
that 's excellent . how have you managed that ?",dailydialog-gupta_00422,CVAEf,"['we have managed our orders better and have lowered our production .', 'we have time sensitive lights and machinery that shut off after a certain time', 'we have upgraded our equipment to use less energy', ""mainly because we 've invested in a heat recovery system .""]","i think we should work on our _UNK . the market is mostly a newly market , but they are very supportive .",0.9331714291506676,0.8883493,0.9779935636388597,0.9331714291506676
"we 've managed to reduce our energy consumption in our factory by about 15 per cent in the last two years .
that 's excellent . how have you managed that ?",dailydialog-gupta_00423,dualencoder_train,"['we have managed our orders better and have lowered our production .', 'we have time sensitive lights and machinery that shut off after a certain time', 'we have upgraded our equipment to use less energy', ""mainly because we 've invested in a heat recovery system .""]","in response to your offer , the sellers have decided to counter - offer three hundred and thirty - five thousand dollars .",0.9168058760950084,0.8518675,0.9817442552227013,0.9168058760950084
"we 've managed to reduce our energy consumption in our factory by about 15 per cent in the last two years .
that 's excellent . how have you managed that ?",dailydialog-gupta_00424,hredf,"['we have managed our orders better and have lowered our production .', 'we have time sensitive lights and machinery that shut off after a certain time', 'we have upgraded our equipment to use less energy', ""mainly because we 've invested in a heat recovery system .""]","well , i was awarded by the factory department .",0.9073604605545581,0.9210398,0.893681101391709,0.9073604605545581
how long will you stay in new york ?,dailydialog-gupta_00425,dualencoder_train,"[""i 'll be here for one week ."", ""i 'll be in new york for four days ."", ""i 'll be here for two weeks ."", ""just tor three days . i wo n't need these luggages . couid i put them here ?""]",there 's a parking structure for students .,0.8699964594476965,0.9257138,0.8142791413532788,0.8699964594476965
how long will you stay in new york ?,dailydialog-gupta_00426,seq2seqf,"[""i 'll be here for one week ."", ""i 'll be in new york for four days ."", ""i 'll be here for two weeks ."", ""just tor three days . i wo n't need these luggages . couid i put them here ?""]",i 'd like to have a look at the moment .,0.9531866880104951,0.9425171,0.9638562742563112,0.9531866880104951
how long will you stay in new york ?,dailydialog-gupta_00427,human,"[""i 'll be here for one week ."", ""i 'll be in new york for four days ."", ""i 'll be here for two weeks ."", ""just tor three days . i wo n't need these luggages . couid i put them here ?""]","at least a week , not sure yet",0.88524523917783,0.88261706,0.8878734219858787,0.88524523917783
how long will you stay in new york ?,dailydialog-gupta_00428,hredf,"[""i 'll be here for one week ."", ""i 'll be in new york for four days ."", ""i 'll be here for two weeks ."", ""just tor three days . i wo n't need these luggages . couid i put them here ?""]",about 3 years .,0.8783806547085876,0.8285582,0.9282031028589477,0.8783806547085876
how long will you stay in new york ?,dailydialog-gupta_00429,CVAEf,"[""i 'll be here for one week ."", ""i 'll be in new york for four days ."", ""i 'll be here for two weeks ."", ""just tor three days . i wo n't need these luggages . couid i put them here ?""]",about 3 months .,0.845101300005485,0.7999266,0.8902760210124042,0.845101300005485
"wow ! your fruit looks really fresh ! how much are these apples ?
the apples are 30nt each . how many would you like ?
let 's see , 30nt is about ... almost a dollar us . what ? ! how about these pineapples ?
they 're 250nt each , but they 're not edible . they 're only used for worship .",dailydialog-gupta_00430,CVAEf,"['i understand , no problem !', 'ah , so are they fake ?', ""that 's so interesting !"", ""hmm , 250nt is ... 8 dollars ? ! ! and you ca n't even eat them ? you 're crazy !""]","yeah , that 's a good idea . you can use the _UNK _UNK .",0.9633325856872005,0.93714875,0.9895164215460623,0.9633325856872005
"wow ! your fruit looks really fresh ! how much are these apples ?
the apples are 30nt each . how many would you like ?
let 's see , 30nt is about ... almost a dollar us . what ? ! how about these pineapples ?
they 're 250nt each , but they 're not edible . they 're only used for worship .",dailydialog-gupta_00431,seq2seqf,"['i understand , no problem !', 'ah , so are they fake ?', ""that 's so interesting !"", ""hmm , 250nt is ... 8 dollars ? ! ! and you ca n't even eat them ? you 're crazy !""]",i see .,0.8184023973989214,0.9385812,0.6982235665416172,0.8184023973989214
"wow ! your fruit looks really fresh ! how much are these apples ?
the apples are 30nt each . how many would you like ?
let 's see , 30nt is about ... almost a dollar us . what ? ! how about these pineapples ?
they 're 250nt each , but they 're not edible . they 're only used for worship .",dailydialog-gupta_00432,hredf,"['i understand , no problem !', 'ah , so are they fake ?', ""that 's so interesting !"", ""hmm , 250nt is ... 8 dollars ? ! ! and you ca n't even eat them ? you 're crazy !""]","well , i think they 're very lucky .",0.9557283075893644,0.92111295,0.9903436605621823,0.9557283075893644
"wow ! your fruit looks really fresh ! how much are these apples ?
the apples are 30nt each . how many would you like ?
let 's see , 30nt is about ... almost a dollar us . what ? ! how about these pineapples ?
they 're 250nt each , but they 're not edible . they 're only used for worship .",dailydialog-gupta_00433,dualencoder_train,"['i understand , no problem !', 'ah , so are they fake ?', ""that 's so interesting !"", ""hmm , 250nt is ... 8 dollars ? ! ! and you ca n't even eat them ? you 're crazy !""]",most women follow fashion like sheep . they do n't know any better than imitate .,0.8183292571975078,0.8319863,0.8046722062971763,0.8183292571975078
"wow ! your fruit looks really fresh ! how much are these apples ?
the apples are 30nt each . how many would you like ?
let 's see , 30nt is about ... almost a dollar us . what ? ! how about these pineapples ?
they 're 250nt each , but they 're not edible . they 're only used for worship .",dailydialog-gupta_00434,human,"['i understand , no problem !', 'ah , so are they fake ?', ""that 's so interesting !"", ""hmm , 250nt is ... 8 dollars ? ! ! and you ca n't even eat them ? you 're crazy !""]",oh ! well then i 'll take some apples then .,0.9302003129125485,0.92727613,0.9331244913341302,0.9302003129125485
"do you speak english ?
yes , a little .",dailydialog-gupta_00435,CVAEf,"['great , can you help me with this then .', 'cool , then can you help me find where this is ?', 'alright , then maybe i can ask you for help .', 'can you tell me how to get to the jade buddha temple ?']",what did you do ?,0.9244821610821543,0.91499364,0.9339706784036276,0.9244821610821543
"do you speak english ?
yes , a little .",dailydialog-gupta_00436,hredf,"['great , can you help me with this then .', 'cool , then can you help me find where this is ?', 'alright , then maybe i can ask you for help .', 'can you tell me how to get to the jade buddha temple ?']",what do you think of the literature ?,0.9384248127120971,0.91535234,0.9614972809112546,0.9384248127120971
"do you speak english ?
yes , a little .",dailydialog-gupta_00437,dualencoder_train,"['great , can you help me with this then .', 'cool , then can you help me find where this is ?', 'alright , then maybe i can ask you for help .', 'can you tell me how to get to the jade buddha temple ?']",do you sing alto ?,0.8994328839242953,0.88414294,0.9147228325725593,0.8994328839242953
"do you speak english ?
yes , a little .",dailydialog-gupta_00438,seq2seqf,"['great , can you help me with this then .', 'cool , then can you help me find where this is ?', 'alright , then maybe i can ask you for help .', 'can you tell me how to get to the jade buddha temple ?']",what 's your name ?,0.945867412005299,0.9193772,0.9723576162545555,0.945867412005299
"do you speak english ?
yes , a little .",dailydialog-gupta_00439,human,"['great , can you help me with this then .', 'cool , then can you help me find where this is ?', 'alright , then maybe i can ask you for help .', 'can you tell me how to get to the jade buddha temple ?']",that 's good . what do you think about shakespeare ?,0.915659081749594,0.9015612,0.9297569628804441,0.915659081749594
"can i help you ?
yes , i 'm in a bit of a rush . could i have a piece of apple pie please ?
certainly . would you like it with ice cream ?",dailydialog-gupta_00440,seq2seqf,"['no , no ice cream .', 'can i get some sugar sprinkled on top ?', 'is it vanilla ice cream ?', 'no , thanks .']","no , thanks . i 'll take it .",0.9341641404732499,0.9335558,0.9347724991052219,0.9341641404732499
"can i help you ?
yes , i 'm in a bit of a rush . could i have a piece of apple pie please ?
certainly . would you like it with ice cream ?",dailydialog-gupta_00441,CVAEf,"['no , no ice cream .', 'can i get some sugar sprinkled on top ?', 'is it vanilla ice cream ?', 'no , thanks .']","yes , i like that suggestion .",0.9604544126246229,0.9405706,0.9803382323689969,0.9604544126246229
"can i help you ?
yes , i 'm in a bit of a rush . could i have a piece of apple pie please ?
certainly . would you like it with ice cream ?",dailydialog-gupta_00442,human,"['no , no ice cream .', 'can i get some sugar sprinkled on top ?', 'is it vanilla ice cream ?', 'no , thanks .']",i would love it with ice cream .,0.9403498791415332,0.9287305,0.9519692704595801,0.9403498791415332
"can i help you ?
yes , i 'm in a bit of a rush . could i have a piece of apple pie please ?
certainly . would you like it with ice cream ?",dailydialog-gupta_00443,dualencoder_train,"['no , no ice cream .', 'can i get some sugar sprinkled on top ?', 'is it vanilla ice cream ?', 'no , thanks .']","yes , do you have any rooms available ?",0.9421604263363261,0.93093914,0.9533817147370137,0.9421604263363261
"can i help you ?
yes , i 'm in a bit of a rush . could i have a piece of apple pie please ?
certainly . would you like it with ice cream ?",dailydialog-gupta_00444,hredf,"['no , no ice cream .', 'can i get some sugar sprinkled on top ?', 'is it vanilla ice cream ?', 'no , thanks .']","no , thanks .",0.9425561305610173,0.9170382,0.9680740588362681,0.9425561305610173
"good morning . vane theater , at your service .
hello . i 'm thinking about watching a chinese traditional opera with a foreign girl . what 's on this weekend ?
well , there will be charity performance on saturday night . and also , there will be a solo concert by an opera star on sunday night .
it 's a good thing that i have choices here . can you tell me about the one on saturday ?
sure . it 's to raise money for the homeless .
what about the performance itself ?
oh , it 's a reserved opera named the monkey creates havoc in heaven .
wow , a story about the clever monkey king . it 's a classic and children 's favorite .",dailydialog-gupta_00445,CVAEf,"[""yes , it 's a favorite of mine ."", ""it 's the one i 'm most looking forward to ."", ""i 'm most excited about this one ."", 'it surely is . and the cast is really the best .']","yeah , i know . it 's a classic opera . i hear the king _UNK is very popular .",0.9279824395382952,0.90185225,0.9541126289774083,0.9279824395382952
"good morning . vane theater , at your service .
hello . i 'm thinking about watching a chinese traditional opera with a foreign girl . what 's on this weekend ?
well , there will be charity performance on saturday night . and also , there will be a solo concert by an opera star on sunday night .
it 's a good thing that i have choices here . can you tell me about the one on saturday ?
sure . it 's to raise money for the homeless .
what about the performance itself ?
oh , it 's a reserved opera named the monkey creates havoc in heaven .
wow , a story about the clever monkey king . it 's a classic and children 's favorite .",dailydialog-gupta_00446,seq2seqf,"[""yes , it 's a favorite of mine ."", ""it 's the one i 'm most looking forward to ."", ""i 'm most excited about this one ."", 'it surely is . and the cast is really the best .']","yes , it 's a real _UNK .",0.9210117906829993,0.9110255,0.9309980572265943,0.9210117906829993
"good morning . vane theater , at your service .
hello . i 'm thinking about watching a chinese traditional opera with a foreign girl . what 's on this weekend ?
well , there will be charity performance on saturday night . and also , there will be a solo concert by an opera star on sunday night .
it 's a good thing that i have choices here . can you tell me about the one on saturday ?
sure . it 's to raise money for the homeless .
what about the performance itself ?
oh , it 's a reserved opera named the monkey creates havoc in heaven .
wow , a story about the clever monkey king . it 's a classic and children 's favorite .",dailydialog-gupta_00447,hredf,"[""yes , it 's a favorite of mine ."", ""it 's the one i 'm most looking forward to ."", ""i 'm most excited about this one ."", 'it surely is . and the cast is really the best .']","yes , they are .",0.9329274341146985,0.9080548,0.9578000395855982,0.9329274341146985
"good morning . vane theater , at your service .
hello . i 'm thinking about watching a chinese traditional opera with a foreign girl . what 's on this weekend ?
well , there will be charity performance on saturday night . and also , there will be a solo concert by an opera star on sunday night .
it 's a good thing that i have choices here . can you tell me about the one on saturday ?
sure . it 's to raise money for the homeless .
what about the performance itself ?
oh , it 's a reserved opera named the monkey creates havoc in heaven .
wow , a story about the clever monkey king . it 's a classic and children 's favorite .",dailydialog-gupta_00448,human,"[""yes , it 's a favorite of mine ."", ""it 's the one i 'm most looking forward to ."", ""i 'm most excited about this one ."", 'it surely is . and the cast is really the best .']","surely it is , will you like to have tickets for it ?",0.9181840788957999,0.9300504,0.9063177847142072,0.9181840788957999
"good morning . vane theater , at your service .
hello . i 'm thinking about watching a chinese traditional opera with a foreign girl . what 's on this weekend ?
well , there will be charity performance on saturday night . and also , there will be a solo concert by an opera star on sunday night .
it 's a good thing that i have choices here . can you tell me about the one on saturday ?
sure . it 's to raise money for the homeless .
what about the performance itself ?
oh , it 's a reserved opera named the monkey creates havoc in heaven .
wow , a story about the clever monkey king . it 's a classic and children 's favorite .",dailydialog-gupta_00449,dualencoder_train,"[""yes , it 's a favorite of mine ."", ""it 's the one i 'm most looking forward to ."", ""i 'm most excited about this one ."", 'it surely is . and the cast is really the best .']","that is guaranteed . each box is lined with foam plastic in order to prevent damage by air , water or stress . besides , cardboard boxes will be secured together on wood pallets by overall metal strapping .",0.8569643735662685,0.74142313,0.9725056170971367,0.8569643735662685
"tell me a little bit about yourself , please .
my name is dunlin and i live in beijing . i was born in 1980 . i will graduate from peking university this july . i have majored in accounting .
would you tell me something about your family ?",dailydialog-gupta_00450,dualencoder_train,"['i have four sisters and a brother . i have family in alabama and georgia .', 'i like to run for fun . also i like reading about sci fi .', 'i like to play video games . right now i am playing sekiro .', 'there are three in my family , my parents and myself . my father is a teacher and my mother is a worker .']",i 'm bob brown . but i ca n't recall my account number .,0.901844881578167,0.8824293,0.9212604614175951,0.901844881578167
"tell me a little bit about yourself , please .
my name is dunlin and i live in beijing . i was born in 1980 . i will graduate from peking university this july . i have majored in accounting .
would you tell me something about your family ?",dailydialog-gupta_00451,hredf,"['i have four sisters and a brother . i have family in alabama and georgia .', 'i like to run for fun . also i like reading about sci fi .', 'i like to play video games . right now i am playing sekiro .', 'there are three in my family , my parents and myself . my father is a teacher and my mother is a worker .']",i am a comparative manager .,0.9154086034825674,0.9259355,0.904881700144456,0.9154086034825674
"tell me a little bit about yourself , please .
my name is dunlin and i live in beijing . i was born in 1980 . i will graduate from peking university this july . i have majored in accounting .
would you tell me something about your family ?",dailydialog-gupta_00452,human,"['i have four sisters and a brother . i have family in alabama and georgia .', 'i like to run for fun . also i like reading about sci fi .', 'i like to play video games . right now i am playing sekiro .', 'there are three in my family , my parents and myself . my father is a teacher and my mother is a worker .']","i have 3 children , 2 sons and 1 daughter",0.7864010311556136,0.8573484,0.7154536798382353,0.7864010311556136
"tell me a little bit about yourself , please .
my name is dunlin and i live in beijing . i was born in 1980 . i will graduate from peking university this july . i have majored in accounting .
would you tell me something about your family ?",dailydialog-gupta_00453,seq2seqf,"['i have four sisters and a brother . i have family in alabama and georgia .', 'i like to run for fun . also i like reading about sci fi .', 'i like to play video games . right now i am playing sekiro .', 'there are three in my family , my parents and myself . my father is a teacher and my mother is a worker .']","yes , i have been in the states . i was in the states .",0.8216779691677122,0.8922875,0.7510684455833492,0.8216779691677122
"tell me a little bit about yourself , please .
my name is dunlin and i live in beijing . i was born in 1980 . i will graduate from peking university this july . i have majored in accounting .
would you tell me something about your family ?",dailydialog-gupta_00454,CVAEf,"['i have four sisters and a brother . i have family in alabama and georgia .', 'i like to run for fun . also i like reading about sci fi .', 'i like to play video games . right now i am playing sekiro .', 'there are three in my family , my parents and myself . my father is a teacher and my mother is a worker .']","yes , i have a master degree in my pocket .",0.9555530205741326,0.9293929,0.98171316690739,0.9555530205741326
"this position demands a higher writing ability , so please say something about your writing ability .",dailydialog-gupta_00455,human,"['i am a strong writer who uses all knowlede around me .', 'i am very creative and come up with very fun scenarios .', 'my writing ability may not be the best , but i make up for it with my hard work and dedication .', ""of course . i 've loved writing since i was a very little boy . i won the first prize in a national composition contest when i was in middle school . after attending nanjing university , i never give up writing . my works , such as father 's tobacco pipe , open air cinema , the old city were respectively published china youth daily , yangzi evening news , and new beijing . during the period of studying for my degrees of master and doctor , i paid more attention to developing my research ability and published several papers . the impact of internet in chinese political participation , the discipline of remold , the historical direction of chinese administration reform , bribery cases of self governance in chinese villages are respectively published in chinese publish administration , beijing due xuebao , theory and society and chinese reform . i joined in yangzi evening news to work as a part - time journalist in 2006 . during this period , i 've written a lot of comments , which improved my writing ability to a new level , i have full confidence in my writing ability , and i believe i can do the job well .""]",my writing ability is much higher than anyone else 's that i know .,0.9135838054757626,0.89112365,0.9360439584933343,0.9135838054757626
"this position demands a higher writing ability , so please say something about your writing ability .",dailydialog-gupta_00456,hredf,"['i am a strong writer who uses all knowlede around me .', 'i am very creative and come up with very fun scenarios .', 'my writing ability may not be the best , but i make up for it with my hard work and dedication .', ""of course . i 've loved writing since i was a very little boy . i won the first prize in a national composition contest when i was in middle school . after attending nanjing university , i never give up writing . my works , such as father 's tobacco pipe , open air cinema , the old city were respectively published china youth daily , yangzi evening news , and new beijing . during the period of studying for my degrees of master and doctor , i paid more attention to developing my research ability and published several papers . the impact of internet in chinese political participation , the discipline of remold , the historical direction of chinese administration reform , bribery cases of self governance in chinese villages are respectively published in chinese publish administration , beijing due xuebao , theory and society and chinese reform . i joined in yangzi evening news to work as a part - time journalist in 2006 . during this period , i 've written a lot of comments , which improved my writing ability to a new level , i have full confidence in my writing ability , and i believe i can do the job well .""]",i am very happy to hear that .,0.8949132561240801,0.92731225,0.8625142573424596,0.8949132561240801
"this position demands a higher writing ability , so please say something about your writing ability .",dailydialog-gupta_00457,seq2seqf,"['i am a strong writer who uses all knowlede around me .', 'i am very creative and come up with very fun scenarios .', 'my writing ability may not be the best , but i make up for it with my hard work and dedication .', ""of course . i 've loved writing since i was a very little boy . i won the first prize in a national composition contest when i was in middle school . after attending nanjing university , i never give up writing . my works , such as father 's tobacco pipe , open air cinema , the old city were respectively published china youth daily , yangzi evening news , and new beijing . during the period of studying for my degrees of master and doctor , i paid more attention to developing my research ability and published several papers . the impact of internet in chinese political participation , the discipline of remold , the historical direction of chinese administration reform , bribery cases of self governance in chinese villages are respectively published in chinese publish administration , beijing due xuebao , theory and society and chinese reform . i joined in yangzi evening news to work as a part - time journalist in 2006 . during this period , i 've written a lot of comments , which improved my writing ability to a new level , i have full confidence in my writing ability , and i believe i can do the job well .""]","yes , i have been in the states .",0.9059034369058574,0.9143854,0.8974214954509665,0.9059034369058574
"this position demands a higher writing ability , so please say something about your writing ability .",dailydialog-gupta_00458,CVAEf,"['i am a strong writer who uses all knowlede around me .', 'i am very creative and come up with very fun scenarios .', 'my writing ability may not be the best , but i make up for it with my hard work and dedication .', ""of course . i 've loved writing since i was a very little boy . i won the first prize in a national composition contest when i was in middle school . after attending nanjing university , i never give up writing . my works , such as father 's tobacco pipe , open air cinema , the old city were respectively published china youth daily , yangzi evening news , and new beijing . during the period of studying for my degrees of master and doctor , i paid more attention to developing my research ability and published several papers . the impact of internet in chinese political participation , the discipline of remold , the historical direction of chinese administration reform , bribery cases of self governance in chinese villages are respectively published in chinese publish administration , beijing due xuebao , theory and society and chinese reform . i joined in yangzi evening news to work as a part - time journalist in 2006 . during this period , i 've written a lot of comments , which improved my writing ability to a new level , i have full confidence in my writing ability , and i believe i can do the job well .""]",i think you have covered all the time .,0.9419966329894469,0.937047,0.9469462612791869,0.9419966329894469
"this position demands a higher writing ability , so please say something about your writing ability .",dailydialog-gupta_00459,dualencoder_train,"['i am a strong writer who uses all knowlede around me .', 'i am very creative and come up with very fun scenarios .', 'my writing ability may not be the best , but i make up for it with my hard work and dedication .', ""of course . i 've loved writing since i was a very little boy . i won the first prize in a national composition contest when i was in middle school . after attending nanjing university , i never give up writing . my works , such as father 's tobacco pipe , open air cinema , the old city were respectively published china youth daily , yangzi evening news , and new beijing . during the period of studying for my degrees of master and doctor , i paid more attention to developing my research ability and published several papers . the impact of internet in chinese political participation , the discipline of remold , the historical direction of chinese administration reform , bribery cases of self governance in chinese villages are respectively published in chinese publish administration , beijing due xuebao , theory and society and chinese reform . i joined in yangzi evening news to work as a part - time journalist in 2006 . during this period , i 've written a lot of comments , which improved my writing ability to a new level , i have full confidence in my writing ability , and i believe i can do the job well .""]",mandarin is the language i spoke since i was a child . so i can speak it very fluently .,0.7739251000959528,0.86622286,0.6816273417629506,0.7739251000959528
"by the way miss , where is the toilet ?
toilets are in the rear , i am afraid all the toilets are fully occupied at the moment .
what ? oh , what we live ! thank you very much for your help , miss .",dailydialog-gupta_00460,human,"['sure , no problem .', ""you 're welcome .   a toilet should be available soon ."", ""if you ca n't wait , there 's a toilet next door ."", 'you are welcome .']",you are quite welcome .,0.9325323042611653,0.9292238,0.9358408326586832,0.9325323042611653
"by the way miss , where is the toilet ?
toilets are in the rear , i am afraid all the toilets are fully occupied at the moment .
what ? oh , what we live ! thank you very much for your help , miss .",dailydialog-gupta_00461,hredf,"['sure , no problem .', ""you 're welcome .   a toilet should be available soon ."", ""if you ca n't wait , there 's a toilet next door ."", 'you are welcome .']",you 're welcome .,0.894176368274191,0.91147256,0.8768801775731623,0.894176368274191
"by the way miss , where is the toilet ?
toilets are in the rear , i am afraid all the toilets are fully occupied at the moment .
what ? oh , what we live ! thank you very much for your help , miss .",dailydialog-gupta_00462,dualencoder_train,"['sure , no problem .', ""you 're welcome .   a toilet should be available soon ."", ""if you ca n't wait , there 's a toilet next door ."", 'you are welcome .']","thank you , sir . but i 'm not allowed to accept any tips .",0.9381156731259866,0.90540385,0.9708274937892047,0.9381156731259866
"by the way miss , where is the toilet ?
toilets are in the rear , i am afraid all the toilets are fully occupied at the moment .
what ? oh , what we live ! thank you very much for your help , miss .",dailydialog-gupta_00463,seq2seqf,"['sure , no problem .', ""you 're welcome .   a toilet should be available soon ."", ""if you ca n't wait , there 's a toilet next door ."", 'you are welcome .']",i 'm glad to hear that .,0.9026914024167865,0.9289529,0.8764299320804295,0.9026914024167865
"by the way miss , where is the toilet ?
toilets are in the rear , i am afraid all the toilets are fully occupied at the moment .
what ? oh , what we live ! thank you very much for your help , miss .",dailydialog-gupta_00464,CVAEf,"['sure , no problem .', ""you 're welcome .   a toilet should be available soon ."", ""if you ca n't wait , there 's a toilet next door ."", 'you are welcome .']",i know . you can get the statue of the _UNK .,0.9307585402929153,0.920425,0.9410920827792814,0.9307585402929153
"hello , miao li , where are you going ?
hello , i am going to the store to buy some fruit .
oh , would you do me a favor ?
yes ?
please mail this letter for me on your way to the store .
sure . do you want it to be registered ?
yes , i think so . there are some pictures in it . it would be a great pity if they were lost .
yes , i will be glad to mail your letter .
thanks .",dailydialog-gupta_00465,human,"[""anything else you 'd like me to do ?"", 'you are very welcome . can i do anything else for you ?', ""you 're welcome . is that all ?"", 'you are welcome .']",your welcome,0.7596463908230953,0.8880124,0.6312803724359856,0.7596463908230953
"hello , miao li , where are you going ?
hello , i am going to the store to buy some fruit .
oh , would you do me a favor ?
yes ?
please mail this letter for me on your way to the store .
sure . do you want it to be registered ?
yes , i think so . there are some pictures in it . it would be a great pity if they were lost .
yes , i will be glad to mail your letter .
thanks .",dailydialog-gupta_00466,seq2seqf,"[""anything else you 'd like me to do ?"", 'you are very welcome . can i do anything else for you ?', ""you 're welcome . is that all ?"", 'you are welcome .']",you 're welcome .,0.894176368274191,0.91147256,0.8768801775731623,0.894176368274191
"hello , miao li , where are you going ?
hello , i am going to the store to buy some fruit .
oh , would you do me a favor ?
yes ?
please mail this letter for me on your way to the store .
sure . do you want it to be registered ?
yes , i think so . there are some pictures in it . it would be a great pity if they were lost .
yes , i will be glad to mail your letter .
thanks .",dailydialog-gupta_00467,dualencoder_train,"[""anything else you 'd like me to do ?"", 'you are very welcome . can i do anything else for you ?', ""you 're welcome . is that all ?"", 'you are welcome .']","excuse me , waiter , could you bring me some barbecue sauce ?",0.9445558148360813,0.9121764,0.9769352590514352,0.9445558148360813
"hello , miao li , where are you going ?
hello , i am going to the store to buy some fruit .
oh , would you do me a favor ?
yes ?
please mail this letter for me on your way to the store .
sure . do you want it to be registered ?
yes , i think so . there are some pictures in it . it would be a great pity if they were lost .
yes , i will be glad to mail your letter .
thanks .",dailydialog-gupta_00468,CVAEf,"[""anything else you 'd like me to do ?"", 'you are very welcome . can i do anything else for you ?', ""you 're welcome . is that all ?"", 'you are welcome .']",thank you .,0.939261130099601,0.91884065,0.9596816134554276,0.939261130099601
"hello , miao li , where are you going ?
hello , i am going to the store to buy some fruit .
oh , would you do me a favor ?
yes ?
please mail this letter for me on your way to the store .
sure . do you want it to be registered ?
yes , i think so . there are some pictures in it . it would be a great pity if they were lost .
yes , i will be glad to mail your letter .
thanks .",dailydialog-gupta_00469,hredf,"[""anything else you 'd like me to do ?"", 'you are very welcome . can i do anything else for you ?', ""you 're welcome . is that all ?"", 'you are welcome .']",bye .,0.8175642698351235,0.90831316,0.7268153844959917,0.8175642698351235
"i 'll be willing to come and talk about the financing of our imports .
it can be solved by drawing a draft on us at 90 days sight .
what about a draft at 120 days sight ?",dailydialog-gupta_00470,CVAEf,"[""we 'd like the matter resolved sooner than that ."", 'we can do that , but there will be a higher interst rate .', 'you will have to give business references to get those terms .', 'all right . but we demand the draft be accepted by a bank acceptable to us .']",we usually allow you to pay the price .,0.9089858070092012,0.9371024,0.8808692366036989,0.9089858070092012
"i 'll be willing to come and talk about the financing of our imports .
it can be solved by drawing a draft on us at 90 days sight .
what about a draft at 120 days sight ?",dailydialog-gupta_00471,seq2seqf,"[""we 'd like the matter resolved sooner than that ."", 'we can do that , but there will be a higher interst rate .', 'you will have to give business references to get those terms .', 'all right . but we demand the draft be accepted by a bank acceptable to us .']",i think that the company is a _UNK of the _UNK of the contract .,0.9052217071185498,0.9246483,0.8857951293249902,0.9052217071185498
"i 'll be willing to come and talk about the financing of our imports .
it can be solved by drawing a draft on us at 90 days sight .
what about a draft at 120 days sight ?",dailydialog-gupta_00472,dualencoder_train,"[""we 'd like the matter resolved sooner than that ."", 'we can do that , but there will be a higher interst rate .', 'you will have to give business references to get those terms .', 'all right . but we demand the draft be accepted by a bank acceptable to us .']","we 'll have rice dumplings . what 's more , there are also dragon boat matches in some places of southern china .",0.8762187799930339,0.84503317,0.9074043911933432,0.8762187799930339
