dialogue_id,model,context,response,reference,annotations.overall,am_scores,fm_scores,am_fm_scores
dstc6_27101,S_01,,,,0.94350567,,,
dstc6_27102,S_02,,,,0.94350567,,,
dstc6_27103,S_03,,,,0.75543416,,,
dstc6_27104,S_04,,,,0.688318875,,,
dstc6_27105,S_05,,,,0.688241064,,,
dstc6_27106,S_06,,,,0.75543416,,,
dstc6_27107,S_07,,,,0.706266423,,,
dstc6_27108,S_08,,,,0.94350567,,,
dstc6_27109,S_09,,,,0.650889966,,,
dstc6_27110,S_10,,,,0.794755966,,,
dstc6_27111,S_11,,,,0.643553093,,,
dstc6_27112,S_12,,,,0.718398553,,,
dstc6_27113,S_13,,,,0.687586261,,,
dstc6_27114,S_14,,,,0.661427665,,,
dstc6_27115,S_15,,,,0.853062887,,,
dstc6_27116,S_16,,,,0.712623352,,,
dstc6_27117,S_17,,,,0.563729328,,,
dstc6_27118,S_18,,,,0.943565848,,,
dstc6_27119,S_19,,,,0.694085425,,,
dstc6_27120,S_00,,,,0.651784339,,,
dstc6_27121,S_01,,,,0.982904485,,,
dstc6_27122,S_02,,,,0.93387748,,,
dstc6_27123,S_03,,,,0.99999994,,,
dstc6_27124,S_04,,,,0.944945233,,,
dstc6_27125,S_05,,,,0.893109279,,,
dstc6_27126,S_06,,,,0.99999994,,,
dstc6_27127,S_07,,,,0.919968892,,,
dstc6_27128,S_08,,,,0.984282383,,,
dstc6_27129,S_09,,,,0.93387748,,,
dstc6_27130,S_10,,,,0.685853109,,,
dstc6_27131,S_11,,,,0.514687262,,,
dstc6_27132,S_12,,,,0.853928027,,,
dstc6_27133,S_13,,,,0.618099367,,,
dstc6_27134,S_14,,,,0.855016824,,,
dstc6_27135,S_15,,,,0.982904485,,,
dstc6_27136,S_16,,,,0.910650705,,,
dstc6_27137,S_17,,,,0.583759299,,,
dstc6_27138,S_18,,,,0.617297784,,,
dstc6_27139,S_19,,,,0.94350567,,,
dstc6_27140,S_00,,,,0.977204182,,,
dstc6_27141,S_01,,,,0.93387748,,,
dstc6_27142,S_02,,,,0.829684308,,,
dstc6_27143,S_03,,,,0.733707117,,,
dstc6_27144,S_04,,,,0.982904485,,,
dstc6_27145,S_05,,,,0.794738507,,,
dstc6_27146,S_06,,,,0.733707117,,,
dstc6_27147,S_07,,,,0.93387748,,,
dstc6_27148,S_08,,,,0.93387748,,,
dstc6_27149,S_09,,,,0.961216038,,,
dstc6_27150,S_10,,,,0.984282383,,,
dstc6_27151,S_11,,,,0.984282383,,,
dstc6_27152,S_12,,,,0.984282383,,,
dstc6_27153,S_13,,,,0.93387748,,,
dstc6_27154,S_14,,,,0.775721751,,,
dstc6_27155,S_15,,,,0.982904485,,,
dstc6_27156,S_16,,,,0.713928118,,,
dstc6_27157,S_17,,,,0.949020741,,,
dstc6_27158,S_18,,,,0.982904485,,,
dstc6_27159,S_19,,,,0.982904485,,,
dstc6_27160,S_00,,,,0.630207067,,,
dstc6_27161,S_01,,,,0.738394716,,,
dstc6_27162,S_02,,,,0.644431335,,,
dstc6_27163,S_03,,,,0.729522625,,,
dstc6_27164,S_04,,,,0.73938858,,,
dstc6_27165,S_05,,,,0.743159015,,,
dstc6_27166,S_06,,,,0.729522625,,,
dstc6_27167,S_07,,,,0.745609567,,,
dstc6_27168,S_08,,,,0.773137302,,,
dstc6_27169,S_09,,,,0.695414951,,,
dstc6_27170,S_10,,,,0.68343578,,,
dstc6_27171,S_11,,,,0.680763141,,,
dstc6_27172,S_12,,,,0.677742122,,,
dstc6_27173,S_13,,,,0.728046377,,,
dstc6_27174,S_14,,,,0.794565261,,,
dstc6_27175,S_15,,,,0.776159576,,,
dstc6_27176,S_16,,,,0.944775372,,,
dstc6_27177,S_17,,,,0.802104073,,,
dstc6_27178,S_18,,,,0.776159576,,,
dstc6_27179,S_19,,,,0.942094631,,,
dstc6_27180,S_00,,,,0.701255581,,,
dstc6_27181,S_01,,,,0.687285847,,,
dstc6_27182,S_02,,,,0.665399255,,,
dstc6_27183,S_03,,,,0.672625956,,,
dstc6_27184,S_04,,,,0.620517533,,,
dstc6_27185,S_05,,,,0.777731369,,,
dstc6_27186,S_06,,,,0.672625956,,,
dstc6_27187,S_07,,,,0.634256375,,,
dstc6_27188,S_08,,,,0.687285847,,,
dstc6_27189,S_09,,,,0.665234298,,,
dstc6_27190,S_10,,,,0.705621737,,,
dstc6_27191,S_11,,,,0.705621737,,,
dstc6_27192,S_12,,,,0.733171304,,,
dstc6_27193,S_13,,,,0.653786587,,,
dstc6_27194,S_14,,,,0.835276093,,,
dstc6_27195,S_15,,,,0.85507468,,,
dstc6_27196,S_16,,,,0.835276093,,,
dstc6_27197,S_17,,,,0.835276093,,,
dstc6_27198,S_18,,,,0.721019433,,,
dstc6_27199,S_19,,,,0.694085425,,,
dstc6_27200,S_00,,,,0.713028998,,,
dstc6_27201,S_01,,,,0.684089956,,,
dstc6_27202,S_02,,,,0.631614255,,,
dstc6_27203,S_03,,,,0.644285938,,,
dstc6_27204,S_04,,,,0.602934206,,,
dstc6_27205,S_05,,,,0.717904057,,,
dstc6_27206,S_06,,,,0.644285938,,,
dstc6_27207,S_07,,,,0.632765334,,,
dstc6_27208,S_08,,,,0.715269455,,,
dstc6_27209,S_09,,,,0.625523141,,,
dstc6_27210,S_10,,,,0.630196521,,,
dstc6_27211,S_11,,,,0.707632161,,,
dstc6_27212,S_12,,,,0.73728968,,,
dstc6_27213,S_13,,,,0.709984671,,,
dstc6_27214,S_14,,,,0.705411539,,,
dstc6_27215,S_15,,,,0.823848908,,,
dstc6_27216,S_16,,,,0.696480656,,,
dstc6_27217,S_17,,,,0.696480656,,,
dstc6_27218,S_18,,,,0.731410257,,,
dstc6_27219,S_19,,,,0.757406245,,,
dstc6_27220,S_00,,,,0.795073843,,,
dstc6_27221,S_01,,,,0.795073843,,,
dstc6_27222,S_02,,,,0.795073843,,,
dstc6_27223,S_03,,,,0.707690364,,,
dstc6_27224,S_04,,,,0.620517533,,,
dstc6_27225,S_05,,,,0.795073843,,,
dstc6_27226,S_06,,,,0.707690364,,,
dstc6_27227,S_07,,,,0.779262986,,,
dstc6_27228,S_08,,,,0.795073843,,,
dstc6_27229,S_09,,,,0.779991291,,,
dstc6_27230,S_10,,,,0.749597488,,,
dstc6_27231,S_11,,,,0.845169296,,,
dstc6_27232,S_12,,,,0.69070944,,,
dstc6_27233,S_13,,,,0.795073843,,,
dstc6_27234,S_14,,,,0.795073843,,,
dstc6_27235,S_15,,,,0.779262986,,,
dstc6_27236,S_16,,,,0.817998775,,,
dstc6_27237,S_17,,,,0.795073843,,,
dstc6_27238,S_18,,,,0.779262986,,,
dstc6_27239,S_19,,,,0.68167763,,,
dstc6_27240,S_00,,,,0.651784339,,,
dstc6_27241,S_01,,,,0.651784339,,,
dstc6_27242,S_02,,,,0.617818615,,,
dstc6_27243,S_03,,,,0.646138448,,,
dstc6_27244,S_04,,,,0.62040378,,,
dstc6_27245,S_05,,,,0.631583712,,,
dstc6_27246,S_06,,,,0.646138448,,,
dstc6_27247,S_07,,,,0.627843289,,,
dstc6_27248,S_08,,,,0.614378433,,,
dstc6_27249,S_09,,,,0.623081802,,,
dstc6_27250,S_10,,,,0.638707269,,,
dstc6_27251,S_11,,,,0.726844069,,,
dstc6_27252,S_12,,,,0.701381532,,,
dstc6_27253,S_13,,,,0.6644856,,,
dstc6_27254,S_14,,,,0.70856253,,,
dstc6_27255,S_15,,,,0.726294165,,,
dstc6_27256,S_16,,,,0.710369001,,,
dstc6_27257,S_17,,,,0.887741242,,,
dstc6_27258,S_18,,,,0.717976531,,,
dstc6_27259,S_19,,,,0.625092786,,,
dstc6_27260,S_00,,,,0.773319273,,,
dstc6_27261,S_01,,,,0.707356093,,,
dstc6_27262,S_02,,,,0.618042129,,,
dstc6_27263,S_03,,,,0.712899081,,,
dstc6_27264,S_04,,,,0.602934206,,,
dstc6_27265,S_05,,,,0.724129154,,,
dstc6_27266,S_06,,,,0.712899081,,,
dstc6_27267,S_07,,,,0.654752844,,,
dstc6_27268,S_08,,,,0.707356093,,,
dstc6_27269,S_09,,,,0.714075884,,,
dstc6_27270,S_10,,,,0.764641836,,,
dstc6_27271,S_11,,,,0.69986096,,,
dstc6_27272,S_12,,,,0.705959867,,,
dstc6_27273,S_13,,,,0.702548402,,,
dstc6_27274,S_14,,,,0.943979697,,,
dstc6_27275,S_15,,,,0.833396361,,,
dstc6_27276,S_16,,,,0.88005346,,,
dstc6_27277,S_17,,,,0.833396361,,,
dstc6_27278,S_18,,,,0.77038512,,,
dstc6_27279,S_19,,,,0.813153741,,,
dstc6_27280,S_00,,,,0.937980052,,,
dstc6_27281,S_01,,,,0.950371916,,,
dstc6_27282,S_02,,,,0.66037581,,,
dstc6_27283,S_03,,,,0.931131408,,,
dstc6_27284,S_04,,,,0.931131408,,,
dstc6_27285,S_05,,,,0.931131408,,,
dstc6_27286,S_06,,,,0.944091727,,,
dstc6_27287,S_07,,,,0.935091236,,,
dstc6_27288,S_08,,,,0.950371916,,,
dstc6_27289,S_09,,,,0.958723388,,,
dstc6_27290,S_10,,,,0.916570222,,,
dstc6_27291,S_11,,,,0.892274689,,,
dstc6_27292,S_12,,,,0.910419503,,,
dstc6_27293,S_13,,,,0.891373322,,,
dstc6_27294,S_14,,,,0.953649257,,,
dstc6_27295,S_15,,,,0.709581878,,,
dstc6_27296,S_16,,,,0.953649257,,,
dstc6_27297,S_17,,,,0.953649257,,,
dstc6_27298,S_18,,,,0.92954204,,,
dstc6_27299,S_19,,,,0.962756871,,,
dstc6_27300,S_00,,,,0.761252383,,,
dstc6_27301,S_01,,,,0.949979102,,,
dstc6_27302,S_02,,,,0.945421797,,,
dstc6_27303,S_03,,,,0.956280084,,,
dstc6_27304,S_04,,,,0.91218236,,,
dstc6_27305,S_05,,,,0.905112611,,,
dstc6_27306,S_06,,,,0.956280084,,,
dstc6_27307,S_07,,,,0.891301247,,,
dstc6_27308,S_08,,,,0.949979102,,,
dstc6_27309,S_09,,,,0.867948319,,,
dstc6_27310,S_10,,,,0.911847352,,,
dstc6_27311,S_11,,,,0.912353257,,,
dstc6_27312,S_12,,,,0.836217182,,,
dstc6_27313,S_13,,,,0.887962894,,,
dstc6_27314,S_14,,,,0.961873045,,,
dstc6_27315,S_15,,,,0.918290785,,,
dstc6_27316,S_16,,,,0.956406312,,,
dstc6_27317,S_17,,,,0.961041989,,,
dstc6_27318,S_18,,,,0.920938404,,,
dstc6_27319,S_19,,,,0.816253544,,,
dstc6_27320,S_00,,,,0.771296946,,,
dstc6_27321,S_01,,,,0.850186108,,,
dstc6_27322,S_02,,,,0.896925217,,,
dstc6_27323,S_03,,,,0.944840245,,,
dstc6_27324,S_04,,,,0.744018532,,,
dstc6_27325,S_05,,,,0.791053809,,,
dstc6_27326,S_06,,,,0.944840245,,,
dstc6_27327,S_07,,,,0.730976182,,,
dstc6_27328,S_08,,,,0.850186108,,,
dstc6_27329,S_09,,,,0.78007467,,,
dstc6_27330,S_10,,,,0.867462508,,,
dstc6_27331,S_11,,,,0.878188889,,,
dstc6_27332,S_12,,,,0.878188889,,,
dstc6_27333,S_13,,,,0.795242865,,,
dstc6_27334,S_14,,,,0.811170633,,,
dstc6_27335,S_15,,,,0.867462508,,,
dstc6_27336,S_16,,,,0.802614491,,,
dstc6_27337,S_17,,,,0.944957253,,,
dstc6_27338,S_18,,,,0.899825805,,,
dstc6_27339,S_19,,,,0.747709547,,,
dstc6_27340,S_00,,,,0.867918999,,,
dstc6_27341,S_01,,,,0.784549716,,,
dstc6_27342,S_02,,,,0.755164989,,,
dstc6_27343,S_03,,,,0.795036159,,,
dstc6_27344,S_04,,,,0.736183313,,,
dstc6_27345,S_05,,,,0.876470484,,,
dstc6_27346,S_06,,,,0.795036159,,,
dstc6_27347,S_07,,,,0.730976182,,,
dstc6_27348,S_08,,,,0.784549716,,,
dstc6_27349,S_09,,,,0.807637014,,,
dstc6_27350,S_10,,,,0.864765186,,,
dstc6_27351,S_11,,,,0.892750115,,,
dstc6_27352,S_12,,,,0.85419969,,,
dstc6_27353,S_13,,,,0.928368444,,,
dstc6_27354,S_14,,,,0.927536805,,,
dstc6_27355,S_15,,,,0.907625665,,,
dstc6_27356,S_16,,,,0.927441706,,,
dstc6_27357,S_17,,,,0.879498952,,,
dstc6_27358,S_18,,,,0.939156107,,,
dstc6_27359,S_19,,,,0.968096135,,,
dstc6_27360,S_00,,,,0.756471116,,,
dstc6_27361,S_01,,,,0.869040119,,,
dstc6_27362,S_02,,,,0.737999205,,,
dstc6_27363,S_03,,,,0.919583523,,,
dstc6_27364,S_04,,,,0.738018097,,,
dstc6_27365,S_05,,,,0.753559715,,,
dstc6_27366,S_06,,,,0.919583523,,,
dstc6_27367,S_07,,,,0.748644774,,,
dstc6_27368,S_08,,,,0.882951128,,,
dstc6_27369,S_09,,,,0.851696709,,,
dstc6_27370,S_10,,,,0.727689437,,,
dstc6_27371,S_11,,,,0.887817151,,,
dstc6_27372,S_12,,,,0.900748381,,,
dstc6_27373,S_13,,,,0.758421667,,,
dstc6_27374,S_14,,,,0.887827026,,,
dstc6_27375,S_15,,,,0.919583523,,,
dstc6_27376,S_16,,,,0.844821758,,,
dstc6_27377,S_17,,,,0.887827026,,,
dstc6_27378,S_18,,,,0.844821758,,,
dstc6_27379,S_19,,,,0.859091289,,,
dstc6_27380,S_00,,,,0.918026285,,,
dstc6_27381,S_01,,,,0.956332973,,,
dstc6_27382,S_02,,,,0.759366447,,,
dstc6_27383,S_03,,,,0.798922945,,,
dstc6_27384,S_04,,,,0.959875279,,,
dstc6_27385,S_05,,,,0.944832153,,,
dstc6_27386,S_06,,,,0.798922945,,,
dstc6_27387,S_07,,,,0.748644774,,,
dstc6_27388,S_08,,,,0.732576537,,,
dstc6_27389,S_09,,,,0.729767928,,,
dstc6_27390,S_10,,,,0.724069,,,
dstc6_27391,S_11,,,,0.859949641,,,
dstc6_27392,S_12,,,,0.786917648,,,
dstc6_27393,S_13,,,,0.737372548,,,
dstc6_27394,S_14,,,,0.938271235,,,
dstc6_27395,S_15,,,,0.92828276,,,
dstc6_27396,S_16,,,,0.850790654,,,
dstc6_27397,S_17,,,,0.960608021,,,
dstc6_27398,S_18,,,,0.960608021,,,
dstc6_27399,S_19,,,,0.859091289,,,
dstc6_27400,S_00,,,,0.892886797,,,
dstc6_27401,S_01,,,,0.944994284,,,
dstc6_27402,S_02,,,,0.877141893,,,
dstc6_27403,S_03,,,,0.688857894,,,
dstc6_27404,S_04,,,,0.75140516,,,
dstc6_27405,S_05,,,,0.791375088,,,
dstc6_27406,S_06,,,,0.688857894,,,
dstc6_27407,S_07,,,,0.781086482,,,
dstc6_27408,S_08,,,,0.944994284,,,
dstc6_27409,S_09,,,,0.62196593,,,
dstc6_27410,S_10,,,,0.973359451,,,
dstc6_27411,S_11,,,,0.766422454,,,
dstc6_27412,S_12,,,,0.890937636,,,
dstc6_27413,S_13,,,,0.720874581,,,
dstc6_27414,S_14,,,,0.778181183,,,
dstc6_27415,S_15,,,,0.714693305,,,
dstc6_27416,S_16,,,,0.74904215,,,
dstc6_27417,S_17,,,,0.720123863,,,
dstc6_27418,S_18,,,,0.714693305,,,
dstc6_27419,S_19,,,,0.816253544,,,
dstc6_27420,S_00,,,,0.931574602,,,
dstc6_27421,S_01,,,,0.778660079,,,
dstc6_27422,S_02,,,,0.737214833,,,
dstc6_27423,S_03,,,,0.922507601,,,
dstc6_27424,S_04,,,,0.744018532,,,
dstc6_27425,S_05,,,,0.756757486,,,
dstc6_27426,S_06,,,,0.922507601,,,
dstc6_27427,S_07,,,,0.745635543,,,
dstc6_27428,S_08,,,,0.778660079,,,
dstc6_27429,S_09,,,,0.751091422,,,
dstc6_27430,S_10,,,,0.726279291,,,
dstc6_27431,S_11,,,,0.856100095,,,
dstc6_27432,S_12,,,,0.905739482,,,
dstc6_27433,S_13,,,,0.921262962,,,
dstc6_27434,S_14,,,,0.908912271,,,
dstc6_27435,S_15,,,,0.942969679,,,
dstc6_27436,S_16,,,,0.909889946,,,
dstc6_27437,S_17,,,,0.908912271,,,
dstc6_27438,S_18,,,,0.906222524,,,
dstc6_27439,S_19,,,,0.806300625,,,
dstc6_27440,S_00,,,,0.779994037,,,
dstc6_27441,S_01,,,,0.740272894,,,
dstc6_27442,S_02,,,,0.747726891,,,
dstc6_27443,S_03,,,,0.754249662,,,
dstc6_27444,S_04,,,,0.745666976,,,
dstc6_27445,S_05,,,,0.728243553,,,
dstc6_27446,S_06,,,,0.754249662,,,
dstc6_27447,S_07,,,,0.744403639,,,
dstc6_27448,S_08,,,,0.740272894,,,
dstc6_27449,S_09,,,,0.733955761,,,
dstc6_27450,S_10,,,,0.742650983,,,
dstc6_27451,S_11,,,,0.754534363,,,
dstc6_27452,S_12,,,,0.867462508,,,
dstc6_27453,S_13,,,,0.777150298,,,
dstc6_27454,S_14,,,,0.827816436,,,
dstc6_27455,S_15,,,,0.922256369,,,
dstc6_27456,S_16,,,,0.891500638,,,
dstc6_27457,S_17,,,,0.9031012,,,
dstc6_27458,S_18,,,,0.894240635,,,
dstc6_27459,S_19,,,,0.747709547,,,
dstc6_27460,S_00,,,,0.979546654,,,
dstc6_27461,S_01,,,,0.745690596,,,
dstc6_27462,S_02,,,,0.918820637,,,
dstc6_27463,S_03,,,,0.830539215,,,
dstc6_27464,S_04,,,,0.720048869,,,
dstc6_27465,S_05,,,,0.800724344,,,
dstc6_27466,S_06,,,,0.830539215,,,
dstc6_27467,S_07,,,,0.772310856,,,
dstc6_27468,S_08,,,,0.745690596,,,
dstc6_27469,S_09,,,,0.870814677,,,
dstc6_27470,S_10,,,,0.882412365,,,
dstc6_27471,S_11,,,,0.887817151,,,
dstc6_27472,S_12,,,,0.856768024,,,
dstc6_27473,S_13,,,,0.952019136,,,
dstc6_27474,S_14,,,,0.927022738,,,
dstc6_27475,S_15,,,,0.950921878,,,
dstc6_27476,S_16,,,,0.950582374,,,
dstc6_27477,S_17,,,,0.979546654,,,
dstc6_27478,S_18,,,,0.952182737,,,
dstc6_27479,S_19,,,,0.747709547,,,
dstc6_27480,S_00,,,,0.899904998,,,
dstc6_27481,S_01,,,,0.927597287,,,
dstc6_27482,S_02,,,,0.905264184,,,
dstc6_27483,S_03,,,,0.920948196,,,
dstc6_27484,S_04,,,,0.876085363,,,
dstc6_27485,S_05,,,,0.942256941,,,
dstc6_27486,S_06,,,,0.920948196,,,
dstc6_27487,S_07,,,,0.951036775,,,
dstc6_27488,S_08,,,,0.713361961,,,
dstc6_27489,S_09,,,,0.932331417,,,
dstc6_27490,S_10,,,,0.881687956,,,
dstc6_27491,S_11,,,,0.817295522,,,
dstc6_27492,S_12,,,,0.944832153,,,
dstc6_27493,S_13,,,,0.816253544,,,
dstc6_27494,S_14,,,,0.923256767,,,
dstc6_27495,S_15,,,,0.951124794,,,
dstc6_27496,S_16,,,,0.92747421,,,
dstc6_27497,S_17,,,,0.951124794,,,
dstc6_27498,S_18,,,,0.951124794,,,
dstc6_27499,S_19,,,,0.64995992,,,
dstc6_27500,S_00,,,,0.8959391,,,
dstc6_27501,S_01,,,,0.664671031,,,
dstc6_27502,S_02,,,,0.8959391,,,
dstc6_27503,S_03,,,,0.969890034,,,
dstc6_27504,S_04,,,,0.913712758,,,
dstc6_27505,S_05,,,,0.943035559,,,
dstc6_27506,S_06,,,,0.969890034,,,
dstc6_27507,S_07,,,,0.93816626,,,
dstc6_27508,S_08,,,,0.664671031,,,
dstc6_27509,S_09,,,,0.951231946,,,
dstc6_27510,S_10,,,,0.951231946,,,
dstc6_27511,S_11,,,,0.943035559,,,
dstc6_27512,S_12,,,,0.953046863,,,
dstc6_27513,S_13,,,,0.8959391,,,
dstc6_27514,S_14,,,,0.949031455,,,
dstc6_27515,S_15,,,,0.913878842,,,
dstc6_27516,S_16,,,,0.827018159,,,
dstc6_27517,S_17,,,,0.683286024,,,
dstc6_27518,S_18,,,,0.946302927,,,
dstc6_27519,S_19,,,,0.853316094,,,
dstc6_27520,S_00,,,,0.946615195,,,
dstc6_27521,S_01,,,,0.943035559,,,
dstc6_27522,S_02,,,,0.832810764,,,
dstc6_27523,S_03,,,,0.937686718,,,
dstc6_27524,S_04,,,,0.70209251,,,
dstc6_27525,S_05,,,,0.937686718,,,
dstc6_27526,S_06,,,,0.937686718,,,
dstc6_27527,S_07,,,,0.937686718,,,
dstc6_27528,S_08,,,,0.950798446,,,
dstc6_27529,S_09,,,,0.927396166,,,
dstc6_27530,S_10,,,,0.951980809,,,
dstc6_27531,S_11,,,,0.951980809,,,
dstc6_27532,S_12,,,,0.985902379,,,
dstc6_27533,S_13,,,,0.955885951,,,
dstc6_27534,S_14,,,,0.931581184,,,
dstc6_27535,S_15,,,,0.945059001,,,
dstc6_27536,S_16,,,,0.932508905,,,
dstc6_27537,S_17,,,,0.932508905,,,
dstc6_27538,S_18,,,,0.947522749,,,
dstc6_27539,S_19,,,,0.8959391,,,
dstc6_27540,S_00,,,,0.834024272,,,
dstc6_27541,S_01,,,,0.8959391,,,
dstc6_27542,S_02,,,,0.964474146,,,
dstc6_27543,S_03,,,,0.93807176,,,
dstc6_27544,S_04,,,,0.951231946,,,
dstc6_27545,S_05,,,,0.965051098,,,
dstc6_27546,S_06,,,,0.93807176,,,
dstc6_27547,S_07,,,,0.882060242,,,
dstc6_27548,S_08,,,,0.8959391,,,
dstc6_27549,S_09,,,,0.851158503,,,
dstc6_27550,S_10,,,,0.827845149,,,
dstc6_27551,S_11,,,,0.9044625,,,
dstc6_27552,S_12,,,,0.896544733,,,
dstc6_27553,S_13,,,,0.912858224,,,
dstc6_27554,S_14,,,,0.966527295,,,
dstc6_27555,S_15,,,,0.968447705,,,
dstc6_27556,S_16,,,,0.954982813,,,
dstc6_27557,S_17,,,,0.945503453,,,
dstc6_27558,S_18,,,,0.958025279,,,
dstc6_27559,S_19,,,,0.95389336,,,
dstc6_27560,S_00,,,,0.955361673,,,
dstc6_27561,S_01,,,,0.916736585,,,
dstc6_27562,S_02,,,,0.976129671,,,
dstc6_27563,S_03,,,,0.978282845,,,
dstc6_27564,S_04,,,,0.978282845,,,
dstc6_27565,S_05,,,,0.978282845,,,
dstc6_27566,S_06,,,,0.94566857,,,
dstc6_27567,S_07,,,,0.814987506,,,
dstc6_27568,S_08,,,,0.916736585,,,
dstc6_27569,S_09,,,,0.957194101,,,
dstc6_27570,S_10,,,,0.923625692,,,
dstc6_27571,S_11,,,,0.951392505,,,
dstc6_27572,S_12,,,,0.943081472,,,
dstc6_27573,S_13,,,,0.911762624,,,
dstc6_27574,S_14,,,,0.978282845,,,
dstc6_27575,S_15,,,,0.953889196,,,
dstc6_27576,S_16,,,,0.978282845,,,
dstc6_27577,S_17,,,,0.978282845,,,
dstc6_27578,S_18,,,,0.958956583,,,
dstc6_27579,S_19,,,,0.836908691,,,
dstc6_27580,S_00,,,,0.949651069,,,
dstc6_27581,S_01,,,,0.950658729,,,
dstc6_27582,S_02,,,,0.939915361,,,
dstc6_27583,S_03,,,,0.941039636,,,
dstc6_27584,S_04,,,,0.958817217,,,
dstc6_27585,S_05,,,,0.939242629,,,
dstc6_27586,S_06,,,,0.941039636,,,
dstc6_27587,S_07,,,,0.923990511,,,
dstc6_27588,S_08,,,,0.956633832,,,
dstc6_27589,S_09,,,,0.944101623,,,
dstc6_27590,S_10,,,,0.932313179,,,
dstc6_27591,S_11,,,,0.962764761,,,
dstc6_27592,S_12,,,,0.853316094,,,
dstc6_27593,S_13,,,,0.951231946,,,
dstc6_27594,S_14,,,,0.954450229,,,
dstc6_27595,S_15,,,,0.949645959,,,
dstc6_27596,S_16,,,,0.968689637,,,
dstc6_27597,S_17,,,,0.949645959,,,
dstc6_27598,S_18,,,,0.939915361,,,
dstc6_27599,S_19,,,,0.853316094,,,
dstc6_27600,S_00,,,,0.901714066,,,
dstc6_27601,S_01,,,,0.955990804,,,
dstc6_27602,S_02,,,,0.87433656,,,
dstc6_27603,S_03,,,,0.91691388,,,
dstc6_27604,S_04,,,,0.819332804,,,
dstc6_27605,S_05,,,,0.84085027,,,
dstc6_27606,S_06,,,,0.91691388,,,
dstc6_27607,S_07,,,,0.82477256,,,
dstc6_27608,S_08,,,,0.955990804,,,
dstc6_27609,S_09,,,,0.960873744,,,
dstc6_27610,S_10,,,,0.960873744,,,
dstc6_27611,S_11,,,,0.952818669,,,
dstc6_27612,S_12,,,,0.943035559,,,
dstc6_27613,S_13,,,,0.978699154,,,
dstc6_27614,S_14,,,,0.87205853,,,
dstc6_27615,S_15,,,,0.955990804,,,
dstc6_27616,S_16,,,,0.87205853,,,
dstc6_27617,S_17,,,,0.87205853,,,
dstc6_27618,S_18,,,,0.957884887,,,
dstc6_27619,S_19,,,,0.853316094,,,
dstc6_27620,S_00,,,,0.922107301,,,
dstc6_27621,S_01,,,,0.922107301,,,
dstc6_27622,S_02,,,,0.952707955,,,
dstc6_27623,S_03,,,,0.956663511,,,
dstc6_27624,S_04,,,,0.94540252,,,
dstc6_27625,S_05,,,,0.96805725,,,
dstc6_27626,S_06,,,,0.956663511,,,
dstc6_27627,S_07,,,,0.951579781,,,
dstc6_27628,S_08,,,,0.922107301,,,
dstc6_27629,S_09,,,,0.922107301,,,
dstc6_27630,S_10,,,,0.922107301,,,
dstc6_27631,S_11,,,,0.922714335,,,
dstc6_27632,S_12,,,,0.964052414,,,
dstc6_27633,S_13,,,,0.91800479,,,
dstc6_27634,S_14,,,,0.921048141,,,
dstc6_27635,S_15,,,,0.922107301,,,
dstc6_27636,S_16,,,,0.650116965,,,
dstc6_27637,S_17,,,,0.922107301,,,
dstc6_27638,S_18,,,,0.922107301,,,
dstc6_27639,S_19,,,,0.679871464,,,
dstc6_27640,S_00,,,,0.930281448,,,
dstc6_27641,S_01,,,,0.699224459,,,
dstc6_27642,S_02,,,,0.963622997,,,
dstc6_27643,S_03,,,,0.532248873,,,
dstc6_27644,S_04,,,,0.961968613,,,
dstc6_27645,S_05,,,,0.532248873,,,
dstc6_27646,S_06,,,,0.532248873,,,
dstc6_27647,S_07,,,,0.961968613,,,
dstc6_27648,S_08,,,,0.699224459,,,
dstc6_27649,S_09,,,,0.929958627,,,
dstc6_27650,S_10,,,,0.692044053,,,
dstc6_27651,S_11,,,,0.918345995,,,
dstc6_27652,S_12,,,,0.972591041,,,
dstc6_27653,S_13,,,,0.941577241,,,
dstc6_27654,S_14,,,,0.913844465,,,
dstc6_27655,S_15,,,,0.75682952,,,
dstc6_27656,S_16,,,,0.95916186,,,
dstc6_27657,S_17,,,,0.95916186,,,
dstc6_27658,S_18,,,,0.860839796,,,
dstc6_27659,S_19,,,,0.853316094,,,
dstc6_27660,S_00,,,,0.881437924,,,
dstc6_27661,S_01,,,,0.98278748,,,
dstc6_27662,S_02,,,,0.959556667,,,
dstc6_27663,S_03,,,,0.942631891,,,
dstc6_27664,S_04,,,,0.968496687,,,
dstc6_27665,S_05,,,,0.963622997,,,
dstc6_27666,S_06,,,,0.942631891,,,
dstc6_27667,S_07,,,,0.963622997,,,
dstc6_27668,S_08,,,,0.978715822,,,
dstc6_27669,S_09,,,,0.933007732,,,
dstc6_27670,S_10,,,,0.933007732,,,
dstc6_27671,S_11,,,,0.8348706,,,
dstc6_27672,S_12,,,,0.942291668,,,
dstc6_27673,S_13,,,,0.945359368,,,
dstc6_27674,S_14,,,,0.966701258,,,
dstc6_27675,S_15,,,,0.950808612,,,
dstc6_27676,S_16,,,,0.961359958,,,
dstc6_27677,S_17,,,,0.961359958,,,
dstc6_27678,S_18,,,,0.951528248,,,
dstc6_27679,S_19,,,,0.679871464,,,
dstc6_27680,S_00,,,,0.946615195,,,
dstc6_27681,S_01,,,,0.908766501,,,
